2551	2625
24	254
2124	2257
2040	2414
615	650
1943	2261
576	595
1929	2550
2106	2204
2354	2630
2184	2485
2414	2551
607	668
2115	2139
3739	3857
1966	2638
1986	2299
911	1834
3709	3729
2033	2492
2276	2356
2108	2112
2253	2299
2374	2573
2526	2546
1966	2482
2276	2607
2410	2504
12	15
2045	2307
2549	2559
2352	2386
2122	2482
2374	2559
825	893
2093	2334
2124	2485
2109	2352
1747	1798
2381	2553
2064	2654
1986	2240
2218	2257
2112	2409
2482	2553
2033	2040
3857	3912
1319	1787
1581	1834
3820	3935
1198	1339
1984	2504
2069	2446
613	674
2113	2375
2569	2596
2095	2348
2460	2561
958	1568
2103	2495
2329	2521
1927	2645
1943	2086
11	114
911	1581
2037	2638
43	287
1929	1997
1137	1880
2469	2521
2271	2386
2323	2482
358	447
380	381
37	114
3650	3974
1914	1957
2154	2446
2112	2593
12	37
2363	2551
2578	2619
2409	2433
1918	2446
1929	2539
1966	2122
2201	2556
2308	2495
1929	1986
2078	2446
1971	2063
2040	2043
2370	2521
2063	2460
3709	3748
201	245
2348	2374
11	210
2395	2469
3451	3650
2140	2550
74	292
1990	2403
2521	2561
11	43
2237	2638
2184	2299
292	335
608	668
3451	3570
70	97
2212	2467
2352	2654
2115	2410
2037	2093
2122	2331
2043	2521
12	18
1966	2408
3031	3183
2168	2437
2433	2578
3451	3709
20	116
2020	2630
2269	2569
1918	2395
1929	2212
607	608
1979	2244
1918	2414
2086	2124
2553	2560
2046	2165
2376	2638
1979	2172
2546	2559
2521	2553
3748	3935
4010	4022
2467	2655
613	668
2457	2470
911	1466
2004	2583
2408	2559
2020	2408
2043	2083
1946	2646
2172	2253
2212	2578
2359	2386
2446	2624
2112	2276
1938	2086
46	321
632	681
68	131
602	607
2074	2212
1206	1386
2842	3230
1206	1834
1986	2446
2271	2600
2024	2657
582	665
2086	2386
2033	2485
74	209
643	647
1918	2428
2040	2190
2237	2507
919	1848
1953	2578
2190	2200
80	302
2339	2625
2386	2539
975	1120
3819	3892
1997	2370
2212	2326
2122	2395
2309	2504
1979	2348
1984	2154
2040	2578
2237	2386
2020	2139
992	1232
2086	2150
938	958
1986	2190
2423	2615
15	287
1386	1466
18	292
2083	2308
608	624
3570	3853
1929	2074
2482	2556
2600	2654
2376	2495
2278	2654
2086	2095
2073	2539
647	661
3657	3917
3451	3853
1119	1560
2504	2573
595	632
2423	2551
3451	3748
2323	2654
2428	2619
2299	2408
139	309
2374	2575
112	138
2359	2630
138	293
3675	3975
2354	2520
3453	3856
972	1063
918	1560
2076	2490
1145	1560
624	638
2033	2430
1929	2469
2068	2336
2115	2369
875	883
2074	2484
3473	3657
2299	2376
2033	2124
2095	2638
3856	3974
2446	2521
2549	2600
2308	2561
1997	2408
1986	2601
2154	2539
3748	3974
2074	2469
1971	2553
1927	1998
636	654
18	209
2276	2619
911	1386
2104	2115
2093	2408
2043	2257
2030	2063
2257	2625
180	330
585	608
3984	4008
15	210
2007	2068
1929	2363
1951	2365
1096	1386
2542	2638
1984	2122
209	215
2005	2520
61	267
2433	2469
2074	2093
2271	2546
2520	2559
2040	2542
2276	2433
2352	2467
2308	2485
2323	2492
1946	2556
3984	4024
2842	3071
2290	2575
3451	3798
2492	2551
37	292
2040	2188
1929	2063
3748	3798
918	1386
1929	2386
1330	1902
2005	2040
2190	2500
1917	1971
1984	2323
3798	3974
2433	2460
2088	2369
379	386
1394	1693
2069	2299
187	330
43	74
2139	2556
2190	2370
576	635
2539	2564
209	210
2112	2124
2115	2428
2549	2638
2150	2363
3660	3953
2005	2549
1966	2395
2037	2124
240	267
1971	2467
1973	1991
3570	3650
3071	3230
2504	2600
1232	1319
1997	2638
412	497
2959	3311
2095	2573
2005	2115
2165	2506
2140	2482
2309	2546
2112	2460
2339	2611
2121	2551
2165	2326
2121	2630
3657	3874
2212	2359
2395	2630
112	293
15	292
2069	2165
2430	2619
1986	2324
2037	2590
1997	2261
878	882
1979	2561
2003	2274
2257	2560
1971	2551
2404	2408
2271	2299
1918	2253
1918	2370
2180	2463
2426	2515
2550	2638
650	675
2020	2043
2001	2202
3991	4011
2090	2485
2095	2122
1971	2602
2046	2348
2083	2460
11	209
2257	2430
938	963
2043	2615
2030	2086
3453	3798
2020	2433
652	673
640	665
2109	2188
2521	2549
210	292
2074	2526
1986	2624
2020	2386
607	674
12	215
2307	2593
2446	2469
155	267
2077	2539
1917	2122
1145	1466
2172	2551
2201	2623
2308	2551
3729	3856
2095	2561
1986	2578
1997	2586
2115	2630
2889	3283
2276	2359
4022	4024
2190	2619
3650	3856
2308	2593
43	292
2109	2423
3748	3853
15	114
2033	2376
2190	2655
3570	3974
911	1560
2190	2408
1983	2216
2046	2278
2045	2381
2037	2339
3476	3571
911	1206
2253	2551
2121	2646
2103	2575
1316	1848
2104	2619
381	505
2323	2369
2200	2551
2200	2604
2190	2253
2324	2352
2212	2352
3675	3701
2495	2615
2154	2619
2108	2521
3608	3636
2079	2269
2395	2546
1997	2386
2139	2376
3650	3729
215	335
2600	2624
2430	2615
2045	2492
1981	2415
3857	3892
992	1137
992	1493
2308	2546
2492	2504
3733	3742
2040	2520
2195	2470
2045	2339
725	802
2331	2575
2112	2118
3570	3709
193	264
2033	2414
4015	4035
15	43
2261	2549
1945	2180
3567	3819
18	210
2359	2550
1997	2104
2195	2596
2131	2646
992	1319
2086	2423
2395	2409
2560	2575
2020	2122
3650	3748
2005	2033
2095	2201
2109	2553
2356	2556
18	335
2086	2374
2063	2386
2086	2237
3984	4010
3570	3729
2046	2069
2308	2433
2386	2520
1119	1466
3984	4035
2212	2619
2112	2395
2324	2374
3854	3879
2269	2470
1986	2073
2095	2240
2069	2278
612	685
2139	2261
2069	2200
2064	2299
2433	2573
2290	2521
2069	2356
2299	2386
2229	2546
37	210
1929	2521
2248	2403
2348	2500
2374	2469
2109	2118
2269	2457
2112	2326
2261	2433
2339	2619
875	891
1997	2559
287	335
2982	3311
2122	2140
2121	2348
2409	2526
2086	2122
2043	2386
1266	1544
2074	2521
873	877
2083	2139
4022	4035
2430	2559
2112	2212
2326	2433
1985	2276
2271	2504
3451	3856
585	613
2190	2504
37	287
2261	2309
110	245
2359	2607
2423	2520
2370	2624
2257	2395
2546	2578
2069	2359
2257	2408
2195	2569
624	674
2005	2339
2122	2654
598	611
2032	2052
2095	2409
2276	2482
1972	2365
2103	2600
3853	3856
2043	2212
1145	1581
2423	2561
1918	2550
2469	2539
11	74
3709	3820
2063	2140
11	12
1938	2546
2352	2521
18	37
3516	3594
3739	3917
1971	2370
2079	2569
1997	2460
36	139
1946	2423
3853	3935
2460	2646
2064	2374
1929	2611
2	162
2500	2550
2431	2621
2253	2381
2539	2638
602	613
2492	2542
2467	2624
1962	2348
2115	2446
209	292
2200	2550
2331	2521
2121	2154
2299	2539
2109	2381
2090	2109
2086	2271
2299	2482
3595	3819
2485	2546
2059	2551
380	551
2241	2510
2324	2423
1925	1962
1985	2433
2121	2216
1983	2556
2045	2654
2339	2423
918	1466
499	572
2037	2331
1983	2485
2257	2482
2237	2409
11	287
2275	2485
2086	2460
1145	1834
3820	3974
1929	2460
2108	2216
114	209
2546	2604
2257	2600
3650	3853
2526	2573
1979	2630
1929	2165
37	74
2046	2601
37	335
2109	2356
2020	2374
37	209
1971	2638
3541	3857
2430	2611
209	335
2103	2257
2216	2601
2469	2559
2838	2885
879	895
43	114
3984	4015
3595	3874
1979	2485
1938	1986
2457	2596
4010	4035
2115	2370
2123	2423
3453	3820
2348	2433
2253	2404
406	467
1232	1363
2069	2433
2110	2274
3608	3835
3819	3857
2623	2654
2470	2596
2446	2485
2467	2638
2115	2564
2370	2561
2253	2423
2861	3105
2124	2348
2125	2199
1206	1560
4005	4036
2539	2553
2551	2655
2037	2275
2320	2513
2109	2550
2077	2088
3595	3892
2045	2630
406	572
882	888
2972	2982
3451	3935
1346	1856
3853	3974
1971	2539
2374	2539
602	608
2115	2573
2030	2386
576	577
2278	2469
2409	2611
2257	2655
2037	2551
2037	2655
918	1119
2083	2482
1971	2446
1979	2446
1104	1459
2370	2573
692	801
2005	2290
2253	2376
1601	1648
2122	2573
585	674
2997	3028
1938	2504
357	380
597	598
2170	2515
2040	2625
2331	2370
3906	3947
379	499
2216	2654
1997	2539
585	607
1917	2446
3453	3853
2045	2212
114	210
3183	3230
2370	2500
37	215
1971	1986
2299	2460
2216	2308
1979	2083
2339	2492
1979	2601
1979	2154
2257	2561
108	139
1938	2485
1662	1849
2276	2430
2005	2121
2083	2121
2370	2485
2467	2593
201	264
2339	2542
3783	3967
1993	2359
607	638
2040	2630
2005	2492
2121	2446
68	102
1997	2220
3820	3853
1984	2005
193	245
1986	2561
2045	2308
3498	3815
3071	3183
2278	2601
2045	2485
467	499
1997	2020
2095	2184
2040	2140
2037	2381
3269	3317
2040	2500
2902	3372
2037	2059
2045	2172
3541	3819
2376	2654
3031	3230
2020	2359
12	210
2046	2374
110	193
1993	2063
2100	2439
2124	2200
2212	2354
3653	3749
2410	2546
2699	2879
875	892
2112	2307
3570	3748
1946	2190
1962	2077
2352	2560
1946	2600
2408	2526
2216	2395
86	131
1102	1824
2112	2122
2290	2467
2885	3003
2074	2121
2382	2541
2079	2457
2504	2539
2433	2655
2121	2546
2122	2550
1983	1997
2817	3147
1929	2276
2386	2469
2352	2408
90	145
2037	2602
576	670
903	958
2122	2602
2359	2602
74	210
1986	2020
2154	2521
93	243
241	255
3031	3071
1560	1581
3766	3920
2404	2561
406	499
638	674
2033	2354
2324	2546
613	638
2408	2469
1560	1834
210	215
2005	2521
2299	2469
2200	2578
6	327
2520	2551
2482	2615
2699	3423
2573	2655
2043	2348
12	209
1997	2359
2463	2555
1119	1206
2414	2654
886	888
2037	2363
1918	2150
1986	2172
2083	2369
861	882
2504	2542
2005	2154
2276	2578
3453	3974
147	327
1997	2573
2430	2638
2063	2504
2109	2190
2359	2408
2140	2460
1929	2299
2093	2237
3798	3853
2142	2200
2115	2386
595	599
2124	2546
11	215
2095	2460
1986	2460
2359	2495
2212	2307
2140	2564
3983	3992
1466	1581
3453	3935
1314	1452
2154	2331
357	381
1386	1834
2430	2654
194	330
15	215
2033	2575
2043	2307
4015	4024
2005	2619
2043	2115
1997	2433
2043	2108
2386	2460
2356	2495
2109	2150
2359	2573
2433	2561
2005	2103
